propertyCode,pullDateId,CancellationReason,CxlDate,Resv,RoomNights,RoomRev
USTX230301,920,FAMILY EMERGENCY,2023-08-17,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-17,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-17,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-17,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-17,1,4,$613.39
USTX230301,920,RATE RESISTANCE,2023-08-17,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-17,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-17,2,3,$307.99
USTX230301,920,USER ERROR,2023-08-17,0,0,$0.00
USTX230301,920,WEATHER,2023-08-17,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-18,2,6,$618.74
USTX230301,920,6PM GUARANTEE,2023-08-18,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-18,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-18,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-18,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-18,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-18,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-18,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-18,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-18,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-18,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-18,2,4,$561.18
USTX230301,920,USER ERROR,2023-08-18,1,3,$346.42
USTX230301,920,WEATHER,2023-08-18,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-19,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-19,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-19,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-19,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-19,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-19,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-19,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-19,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-19,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-19,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-19,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-19,4,12,"$1,551.08"
USTX230301,920,USER ERROR,2023-08-19,0,0,$0.00
USTX230301,920,WEATHER,2023-08-19,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-20,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-20,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-20,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-20,1,1,$119.00
USTX230301,920,FAMILY EMERGENCY,2023-08-20,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-20,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-20,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-20,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-20,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-20,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-20,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-20,1,1,$82.92
USTX230301,920,USER ERROR,2023-08-20,0,0,$0.00
USTX230301,920,WEATHER,2023-08-20,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-21,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-21,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-21,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-21,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-21,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-21,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-21,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-21,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-21,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-21,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-21,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-21,5,15,"$1,918.92"
USTX230301,920,USER ERROR,2023-08-21,0,0,$0.00
USTX230301,920,WEATHER,2023-08-21,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-22,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-22,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-22,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-22,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-22,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-22,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-22,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-22,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-22,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-22,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-22,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-22,1,1,$114.00
USTX230301,920,USER ERROR,2023-08-22,45,51,"$3,111.00"
USTX230301,920,WEATHER,2023-08-22,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-23,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-23,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-23,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-23,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-23,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-23,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-23,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-23,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-23,1,1,$61.00
USTX230301,920,RATE RESISTANCE,2023-08-23,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-23,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-23,4,8,$923.49
USTX230301,920,USER ERROR,2023-08-23,0,0,$0.00
USTX230301,920,WEATHER,2023-08-23,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-24,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-24,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-24,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-24,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-24,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-24,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-24,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-24,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-24,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-24,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-24,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-24,2,5,$498.09
USTX230301,920,USER ERROR,2023-08-24,3,3,$268.50
USTX230301,920,WEATHER,2023-08-24,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-25,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-25,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-25,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-25,1,2,$238.00
USTX230301,920,FAMILY EMERGENCY,2023-08-25,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-25,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-25,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-25,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-25,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-25,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-25,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-25,4,12,"$1,943.00"
USTX230301,920,USER ERROR,2023-08-25,0,0,$0.00
USTX230301,920,WEATHER,2023-08-25,1,1,$129.00
USTX230301,920,4PM GUARANTEE,2023-08-26,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-26,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-26,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-26,0,0,$0.00
USTX230301,920,FAMILY EMERGENCY,2023-08-26,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-26,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-26,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-26,1,1,$109.00
USTX230301,920,NON - GTD,2023-08-26,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-26,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-26,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-26,5,6,$698.19
USTX230301,920,USER ERROR,2023-08-26,1,1,$109.00
USTX230301,920,WEATHER,2023-08-26,1,1,$109.00
USTX230301,920,4PM GUARANTEE,2023-08-27,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-27,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-27,1,1,$89.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-27,1,9,$666.00
USTX230301,920,FAMILY EMERGENCY,2023-08-27,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-27,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-27,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-27,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-27,0,0,$0.00
USTX230301,920,RATE RESISTANCE,2023-08-27,0,0,$0.00
USTX230301,920,TRAVEL CONCERN: HEALTH-SAFETY,2023-08-27,0,0,$0.00
USTX230301,920,UNKNOWN,2023-08-27,5,11,"$1,348.75"
USTX230301,920,USER ERROR,2023-08-27,10,10,$610.00
